codigo,municipio,ano,casos,sigla_uf,populacao,casos100k,,
320130,Cariacica,2021,118,ES,386495,"30,5307959999483",,
320240,Guarapari,2010,1,ES,105286,"0,949793894724845",,
320240,Guarapari,2011,46,ES,106583,"43,1588527251063",,
320240,Guarapari,2012,41,ES,107836,"38,0206980971104",,
320240,Guarapari,2013,27,ES,116278,"23,2202136259654",,
320240,Guarapari,2014,47,ES,118056,"39,8116148268618",,
320240,Guarapari,2015,95,ES,119802,"79,297507554131",,
320240,Guarapari,2016,156,ES,121506,"128,388721544615",,
320240,Guarapari,2017,157,ES,123166,"127,470243411331",,
320240,Guarapari,2018,227,ES,122982,"184,579857214877",,
320240,Guarapari,2019,230,ES,124859,"184,20778638304",,
320240,Guarapari,2020,155,ES,126701,"122,335261757997",,
320240,Guarapari,2021,112,ES,128504,"87,1568200211667",,
320320,Linhares,2010,NA,ES,141306,NA,,
320320,Linhares,2011,12,ES,143509,"8,36184490171348",,
320320,Linhares,2012,39,ES,145639,"26,7785414621084",,
320320,Linhares,2013,62,ES,157814,"39,2867552942071",,
320320,Linhares,2014,148,ES,160765,"92,0598388952819",,
320320,Linhares,2015,169,ES,163662,"103,261600127091",,
320320,Linhares,2016,71,ES,166491,"42,6449477749548",,
320320,Linhares,2017,115,ES,169048,"68,0280157115139",,
320320,Linhares,2018,249,ES,170364,"146,157638937804",,
320320,Linhares,2019,305,ES,173555,"175,736798133157",,
320320,Linhares,2020,195,ES,176688,"110,364031513176",,
320320,Linhares,2021,124,ES,179755,"68,9827821201079",,
320490,Săo Mateus,2010,3,ES,109028,"2,75158674835822",,
320490,Săo Mateus,2011,30,ES,110454,"27,1606279537183",,
320490,Săo Mateus,2012,101,ES,111832,"90,3140424923099",,
320490,Săo Mateus,2013,90,ES,120725,"74,5495961896873",,
320490,Săo Mateus,2014,127,ES,122668,"103,531483353442",,
320490,Săo Mateus,2015,262,ES,124575,"210,315071242224",,
320490,Săo Mateus,2016,361,ES,126437,"285,517688651265",,
320490,Săo Mateus,2017,242,ES,128449,"188,401622433806",,
320490,Săo Mateus,2018,244,ES,128542,"189,821225747227",,
320490,Săo Mateus,2019,153,ES,130611,"117,141741507224",,
320490,Săo Mateus,2020,93,ES,132642,"70,1135386981499",,
320490,Săo Mateus,2021,92,ES,134629,"68,3359454500888",,
320500,Serra,2010,1,ES,409267,"0,244339269963129",,
320500,Serra,2011,86,ES,416029,"20,6716358715378",,
320500,Serra,2012,241,ES,422569,"57,0321059992569",,
320500,Serra,2013,188,ES,467318,"40,2295653067076",,
320500,Serra,2014,254,ES,476428,"53,3134072724525",,
320500,Serra,2015,6,ES,485376,"1,23615506329114",,
320500,Serra,2016,7,ES,494109,"1,4166914587672",,
320500,Serra,2017,290,ES,502618,"57,697893827917",,
320500,Serra,2018,450,ES,507598,"88,6528315714404",,
320500,Serra,2019,359,ES,517510,"69,3706401808661",,
320500,Serra,2020,353,ES,527240,"66,9524315302329",,
320500,Serra,2021,148,ES,536765,"27,5725876314588",,
320520,Vila Velha,2010,2,ES,414586,"0,48240895736952",,
320520,Vila Velha,2011,363,ES,419854,"86,4586260938326",,
320520,Vila Velha,2012,406,ES,424948,"95,5411014994776",,
320520,Vila Velha,2013,483,ES,458489,"105,346038836264",,
320520,Vila Velha,2014,468,ES,465690,"100,496038136958",,
320520,Vila Velha,2015,328,ES,472762,"69,379518658437",,
320520,Vila Velha,2016,937,ES,479664,"195,345074885753",,
320520,Vila Velha,2017,846,ES,486388,"173,935212217407",,
320520,Vila Velha,2018,736,ES,486208,"151,375542977491",,
320520,Vila Velha,2019,1153,ES,493838,"233,477375171615",,
320520,Vila Velha,2020,481,ES,501325,"95,9457437789857",,
320520,Vila Velha,2021,324,ES,508655,"63,6973980399288",,
320530,Vitória,2010,20,ES,327801,"6,10126265630672",,
320530,Vitória,2011,212,ES,330526,"64,1401886689701",,
320530,Vitória,2012,283,ES,333162,"84,9436610417755",,
320530,Vitória,2013,371,ES,348268,"106,527157246718",,
320530,Vitória,2014,659,ES,352104,"187,160611637471",,
320530,Vitória,2015,766,ES,355875,"215,24411661398",,
320530,Vitória,2016,753,ES,359555,"209,425539903492",,
320530,Vitória,2017,495,ES,363140,"136,311064603183",,
320530,Vitória,2018,760,ES,358267,"212,132292396453",,
320530,Vitória,2019,1217,ES,362097,"336,097785952383",,
320530,Vitória,2020,886,ES,365855,"242,1724453677",,
320530,Vitória,2021,490,ES,369534,"132,59943604648",,
330045,Belford Roxo,2010,9,RJ,469332,"1,91761908414513",,
330045,Belford Roxo,2011,19,RJ,472008,"4,02535550244911",,
330045,Belford Roxo,2012,2,RJ,474596,"0,421411052769092",,
330045,Belford Roxo,2013,1,RJ,477583,"0,209387687585195",,
330045,Belford Roxo,2014,13,RJ,479386,"2,71180218028895",,
330045,Belford Roxo,2015,67,RJ,481127,"13,9256370978972",,
330045,Belford Roxo,2016,31,RJ,494141,"6,27351302563438",,
330045,Belford Roxo,2017,71,RJ,495783,"14,3207814709258",,
330045,Belford Roxo,2018,189,RJ,508614,"37,1598107798842",,
330045,Belford Roxo,2019,427,RJ,510906,"83,5770180816041",,
330045,Belford Roxo,2020,286,RJ,513118,"55,7376665796172",,
330045,Belford Roxo,2021,100,RJ,515239,"19,4084686912287",,
330170,Duque de Caxias,2010,NA,RJ,855048,NA,,
330170,Duque de Caxias,2011,NA,RJ,861158,NA,,
330170,Duque de Caxias,2012,30,RJ,867067,"3,459940235299",,
330170,Duque de Caxias,2013,NA,RJ,873921,NA,,
330170,Duque de Caxias,2014,7,RJ,878402,"0,796901646398801",,
330170,Duque de Caxias,2015,14,RJ,882729,"1,5859907174229",,
330170,Duque de Caxias,2016,8,RJ,886917,"0,902000976416057",,
330170,Duque de Caxias,2017,225,RJ,890997,"25,2526102781491",,
330170,Duque de Caxias,2018,310,RJ,914383,"33,9026425469415",,
330170,Duque de Caxias,2019,398,RJ,919596,"43,2798750755767",,
330170,Duque de Caxias,2020,193,RJ,924624,"20,8733495994047",,
330170,Duque de Caxias,2021,69,RJ,929449,"7,42375321292508",,
330190,Itaboraí,2010,13,RJ,218008,"5,96308392352574",,
330190,Itaboraí,2011,14,RJ,220352,"6,35347081033982",,
330190,Itaboraí,2012,30,RJ,222618,"13,475999245344",,
330190,Itaboraí,2013,42,RJ,225263,"18,6448728819202",,
330190,Itaboraí,2014,81,RJ,227168,"35,6564304831666",,
330190,Itaboraí,2015,54,RJ,229007,"23,5800652381805",,
330190,Itaboraí,2016,78,RJ,230786,"33,7975440451327",,
330190,Itaboraí,2017,253,RJ,232394,"108,866838214412",,
330190,Itaboraí,2018,263,RJ,238695,"110,182450407424",,
330190,Itaboraí,2019,208,RJ,240592,"86,4534149098889",,
330190,Itaboraí,2020,203,RJ,242543,"83,6964991774654",,
330190,Itaboraí,2021,77,RJ,244416,"31,5036658811207",,
330250,Magé,2010,NA,RJ,227322,NA,,
330250,Magé,2011,2,RJ,228972,"0,873469245147878",,
330250,Magé,2012,11,RJ,230568,"4,77082682766039",,
330250,Magé,2013,33,RJ,232419,"14,1984949595343",,
330250,Magé,2014,27,RJ,233634,"11,5565371478466",,
330250,Magé,2015,53,RJ,234809,"22,5715368661338",,
330250,Magé,2016,33,RJ,236319,"13,9641755423813",,
330250,Magé,2017,207,RJ,237420,"87,1872630780895",,
330250,Magé,2018,520,RJ,243657,"213,414759272256",,
330250,Magé,2019,328,RJ,245071,"133,838765092565",,
330250,Magé,2020,346,RJ,246433,"140,403273912179",,
330250,Magé,2021,105,RJ,247741,"42,3829725398703",,
330270,Maricá,2010,NA,RJ,127461,NA,,
330270,Maricá,2011,NA,RJ,131355,NA,,
330270,Maricá,2012,2,RJ,135121,"1,48015482419461",,
330270,Maricá,2013,NA,RJ,139552,NA,,
330270,Maricá,2014,11,RJ,143111,"7,68634137138305",,
330270,Maricá,2015,20,RJ,146549,"13,6473125029854",,
330270,Maricá,2016,20,RJ,149876,"13,3443646747978",,
330270,Maricá,2017,64,RJ,153008,"41,8278782808742",,
330270,Maricá,2018,91,RJ,157789,"57,6719543187421",,
330270,Maricá,2019,128,RJ,161207,"79,4010185661913",,
330270,Maricá,2020,83,RJ,164504,"50,454700189661",,
330270,Maricá,2021,56,RJ,167668,"33,3993367845981",,
330285,Mesquita,2010,15,RJ,168376,"8,90863305934338",,
330285,Mesquita,2011,14,RJ,168966,"8,28569061231254",,
330285,Mesquita,2012,18,RJ,169537,"10,6171514182745",,
330285,Mesquita,2013,25,RJ,170185,"14,6898962893322",,
330285,Mesquita,2014,11,RJ,170473,"6,45263472808011",,
330285,Mesquita,2015,NA,RJ,170751,NA,,
330285,Mesquita,2016,42,RJ,171020,"24,5585311659455",,
330285,Mesquita,2017,64,RJ,171280,"37,3657169546941",,
330285,Mesquita,2018,227,RJ,175620,"129,256348935201",,
330285,Mesquita,2019,240,RJ,176103,"136,283879320625",,
330285,Mesquita,2020,157,RJ,176569,"88,9170805747328",,
330285,Mesquita,2021,91,RJ,177016,"51,4077823473584",,
330320,Nilópolis,2010,NA,RJ,157425,NA,,
330320,Nilópolis,2011,1,RJ,157710,"0,634075201318876",,
330320,Nilópolis,2012,NA,RJ,157986,NA,,
330320,Nilópolis,2013,1,RJ,158288,"0,631759830182958",,
330320,Nilópolis,2014,NA,RJ,158299,NA,,
330320,Nilópolis,2015,1,RJ,158309,"0,631676025999785",,
330320,Nilópolis,2016,11,RJ,158319,"6,94799739765916",,
330320,Nilópolis,2017,8,RJ,158329,"5,05276986528052",,
330320,Nilópolis,2018,21,RJ,162269,"12,941473725727",,
330320,Nilópolis,2019,95,RJ,162485,"58,4669354094224",,
330320,Nilópolis,2020,99,RJ,162693,"60,850804890192",,
330320,Nilópolis,2021,28,RJ,162893,"17,1891978169719",,
330330,Niterói,2010,NA,RJ,487562,NA,,
330330,Niterói,2011,NA,RJ,489720,NA,,
330330,Niterói,2012,1,RJ,491807,"0,203331794789419",,
330330,Niterói,2013,159,RJ,494200,"32,1732092270336",,
330330,Niterói,2014,314,RJ,495470,"63,374169980019",,
330330,Niterói,2015,513,RJ,496696,"103,282490698536",,
330330,Niterói,2016,608,RJ,497883,"122,117043562443",,
330330,Niterói,2017,558,RJ,499028,"111,81737297306",,
330330,Niterói,2018,756,RJ,511786,"147,717991504262",,
330330,Niterói,2019,724,RJ,513584,"140,970123679865",,
330330,Niterói,2020,518,RJ,515317,"100,520650395776",,
330330,Niterói,2021,172,RJ,516981,"33,2700814923566",,
330350,Nova Iguaçu,2010,NA,RJ,796257,NA,,
330350,Nova Iguaçu,2011,NA,RJ,799047,NA,,
330350,Nova Iguaçu,2012,6,RJ,801746,"0,74836668969973",,
330350,Nova Iguaçu,2013,9,RJ,804815,"1,11826941595273",,
330350,Nova Iguaçu,2014,16,RJ,806177,"1,98467582181084",,
330350,Nova Iguaçu,2015,6,RJ,807492,"0,743041417128591",,
330350,Nova Iguaçu,2016,335,RJ,797435,"42,009693580041",,
330350,Nova Iguaçu,2017,1066,RJ,798647,"133,475740846707",,
330350,Nova Iguaçu,2018,1908,RJ,818875,"233,00259502366",,
330350,Nova Iguaçu,2019,1919,RJ,821128,"233,702906246042",,
330350,Nova Iguaçu,2020,1119,RJ,823302,"135,916103689776",,
330350,Nova Iguaçu,2021,538,RJ,825388,"65,1814661710614",,
330414,Queimados,2010,NA,RJ,137962,NA,,
330414,Queimados,2011,NA,RJ,139188,NA,,
330414,Queimados,2012,NA,RJ,140374,NA,,
330414,Queimados,2013,NA,RJ,141753,NA,,
330414,Queimados,2014,NA,RJ,142709,NA,,
330414,Queimados,2015,NA,RJ,143632,NA,,
330414,Queimados,2016,NA,RJ,144525,NA,,
330414,Queimados,2017,NA,RJ,145386,NA,,
330414,Queimados,2018,NA,RJ,149265,NA,,
330414,Queimados,2019,1,RJ,150319,"0,665251897631038",,
330414,Queimados,2020,38,RJ,151335,"25,1098556183302",,
330414,Queimados,2021,41,RJ,152311,"26,9186073231743",,
330420,Resende,2010,1,RJ,119769,"0,834940593976739",,
330420,Resende,2011,1,RJ,120938,"0,826869966429079",,
330420,Resende,2012,4,RJ,122068,"3,27686207687518",,
330420,Resende,2013,4,RJ,123385,"3,24188515621834",,
330420,Resende,2014,4,RJ,124316,"3,21760674410374",,
330420,Resende,2015,10,RJ,125214,"7,9863274074784",,
330420,Resende,2016,8,RJ,126084,"6,34497636496304",,
330420,Resende,2017,1,RJ,126923,"0,787879265381373",,
330420,Resende,2018,4,RJ,130334,"3,06903801003575",,
330420,Resende,2019,4,RJ,131341,"3,04550749575532",,
330420,Resende,2020,19,RJ,132312,"14,3599975814741",,
330420,Resende,2021,26,RJ,133244,"19,5130737594188",,
330455,Rio de Janeiro,2010,880,RJ,6320446,"13,9230680872837",,
330455,Rio de Janeiro,2011,1290,RJ,6355949,"20,2959463645791",,
330455,Rio de Janeiro,2012,1408,RJ,6390290,"22,0334288428225",,
330455,Rio de Janeiro,2013,2592,RJ,6429923,"40,3115247258793",,
330455,Rio de Janeiro,2014,2019,RJ,6453682,"31,2844667586658",,
330455,Rio de Janeiro,2015,2501,RJ,6476631,"38,6157556297402",,
330455,Rio de Janeiro,2016,4531,RJ,6498837,"69,7201668544695",,
330455,Rio de Janeiro,2017,7309,RJ,6520266,"112,096653725477",,
330455,Rio de Janeiro,2018,8334,RJ,6688927,"124,593974489481",,
330455,Rio de Janeiro,2019,8493,RJ,6718903,"126,40456336399",,
330455,Rio de Janeiro,2020,7954,RJ,6747815,"117,875193673804",,
330455,Rio de Janeiro,2021,3533,RJ,6775561,"52,1432837812249",,
330490,Săo Gonçalo,2010,1,RJ,999728,"0,100027207400413",,
330490,Săo Gonçalo,2011,2,RJ,1008065,"0,198399904768046",,
330490,Săo Gonçalo,2012,31,RJ,1016128,"3,05079675001575",,
330490,Săo Gonçalo,2013,12,RJ,1025507,"1,17015290973148",,
330490,Săo Gonçalo,2014,103,RJ,1031903,"9,98155834414669",,
330490,Săo Gonçalo,2015,223,RJ,1038081,"21,4819460138467",,
330490,Săo Gonçalo,2016,364,RJ,1044058,"34,8639634962809",,
330490,Săo Gonçalo,2017,415,RJ,1049826,"39,5303602692256",,
330490,Săo Gonçalo,2018,764,RJ,1077687,"70,8925689926667",,
330490,Săo Gonçalo,2019,1163,RJ,1084839,"107,204847908307",,
330490,Săo Gonçalo,2020,608,RJ,1091737,"55,6910684532997",,
330490,Săo Gonçalo,2021,136,RJ,1098357,"12,3821307644054",,
330510,Săo Joăo de Meriti,2010,1,RJ,458673,"0,218020245359984",,
330510,Săo Joăo de Meriti,2011,NA,RJ,459379,NA,,
330510,Săo Joăo de Meriti,2012,NA,RJ,460062,NA,,
330510,Săo Joăo de Meriti,2013,1,RJ,460799,"0,217014359840191",,
330510,Săo Joăo de Meriti,2014,21,RJ,460711,"4,55817204277736",,
330510,Săo Joăo de Meriti,2015,44,RJ,460625,"9,55223880597015",,
330510,Săo Joăo de Meriti,2016,56,RJ,460541,"12,159612282077",,
330510,Săo Joăo de Meriti,2017,262,RJ,460461,"56,8994985460224",,
330510,Săo Joăo de Meriti,2018,493,RJ,471888,"104,473942969518",,
330510,Săo Joăo de Meriti,2019,290,RJ,472406,"61,3878739897461",,
330510,Săo Joăo de Meriti,2020,153,RJ,472906,"32,3531526349845",,
330510,Săo Joăo de Meriti,2021,21,RJ,473385,"4,43613549225261",,
350600,Bauru,2010,NA,SP,343937,NA,,
350600,Bauru,2011,14,SP,346077,"4,04534251048177",,
350600,Bauru,2012,131,SP,348146,"37,6278917465661",,
350600,Bauru,2013,317,SP,362062,"87,5540653258282",,
350600,Bauru,2014,442,SP,364562,"121,241380067039",,
350600,Bauru,2015,498,SP,366992,"135,697780878057",,
350600,Bauru,2016,427,SP,369368,"115,602867600875",,
350600,Bauru,2017,329,SP,371690,"88,5146224003874",,
350600,Bauru,2018,337,SP,374272,"90,0414671682627",,
350600,Bauru,2019,384,SP,376818,"101,905959906374",,
350600,Bauru,2020,271,SP,379297,"71,4479682148817",,
350600,Bauru,2021,132,SP,381706,"34,5815889716169",,
350750,Botucatu,2010,NA,SP,127328,NA,,
350750,Botucatu,2011,193,SP,128789,"149,857518887483",,
350750,Botucatu,2012,209,SP,130201,"160,521040545004",,
350750,Botucatu,2013,416,SP,136269,"305,278529966463",,
350750,Botucatu,2014,390,SP,137899,"282,815683942596",,
350750,Botucatu,2015,431,SP,139483,"308,998229174882",,
350750,Botucatu,2016,358,SP,141032,"253,843099438425",,
350750,Botucatu,2017,294,SP,142546,"206,249210781081",,
350750,Botucatu,2018,243,SP,144820,"167,794503521613",,
350750,Botucatu,2019,205,SP,146497,"139,93460616941",,
350750,Botucatu,2020,95,SP,148130,"64,1328562748937",,
350750,Botucatu,2021,50,SP,149718,"33,3961180352396",,
351350,Cubatăo,2010,3,SP,118720,"2,52695417789757",,
351350,Cubatăo,2011,13,SP,119520,"10,8768406961178",,
351350,Cubatăo,2012,24,SP,120293,"19,9512856109666",,
351350,Cubatăo,2013,11,SP,125178,"8,78748661905447",,
351350,Cubatăo,2014,21,SP,126105,"16,6527893422148",,
351350,Cubatăo,2015,49,SP,127006,"38,5808544478214",,
351350,Cubatăo,2016,106,SP,127887,"82,8856725077608",,
351350,Cubatăo,2017,329,SP,128748,"255,537950104079",,
351350,Cubatăo,2018,119,SP,129760,"91,7077681874229",,
351350,Cubatăo,2019,139,SP,130705,"106,346352473127",,
351350,Cubatăo,2020,116,SP,131626,"88,1284852536733",,
351350,Cubatăo,2021,43,SP,132521,"32,447687536315",,
351870,Guarujá,2010,NA,SP,290752,NA,,
351870,Guarujá,2011,59,SP,292744,"20,1541278386577",,
351870,Guarujá,2012,52,SP,294669,"17,6469190854824",,
351870,Guarujá,2013,54,SP,306683,"17,6077578476799",,
351870,Guarujá,2014,144,SP,308989,"46,6036007754321",,
351870,Guarujá,2015,317,SP,311230,"101,853934389358",,
351870,Guarujá,2016,393,SP,313421,"125,390449267918",,
351870,Guarujá,2017,276,SP,315563,"87,4627253511977",,
351870,Guarujá,2018,410,SP,318107,"128,887449820343",,
351870,Guarujá,2019,242,SP,320459,"75,5166807610334",,
351870,Guarujá,2020,177,SP,322750,"54,8412083656081",,
351870,Guarujá,2021,123,SP,324977,"37,8488323789068",,
352230,Itapetininga,2010,NA,SP,144377,NA,,
352230,Itapetininga,2011,NA,SP,145822,NA,,
352230,Itapetininga,2012,1,SP,147219,"0,679260149844789",,
352230,Itapetininga,2013,2,SP,153810,"1,30030557180938",,
352230,Itapetininga,2014,3,SP,155436,"1,93005481355671",,
352230,Itapetininga,2015,44,SP,157016,"28,0226218984053",,
352230,Itapetininga,2016,44,SP,158561,"27,7495727196473",,
352230,Itapetininga,2017,51,SP,160070,"31,8610607859062",,
352230,Itapetininga,2018,41,SP,162231,"25,2726051124631",,
352230,Itapetininga,2019,30,SP,163901,"18,3037321309815",,
352230,Itapetininga,2020,38,SP,165526,"22,957118519145",,
352230,Itapetininga,2021,9,SP,167106,"5,38580302323076",,
352310,Itaquaquecetuba,2010,NA,SP,321770,NA,,
352310,Itaquaquecetuba,2011,20,SP,325518,"6,14405347784147",,
352310,Itaquaquecetuba,2012,34,SP,329144,"10,3298252436624",,
352310,Itaquaquecetuba,2013,69,SP,344558,"20,0256560579061",,
352310,Itaquaquecetuba,2014,83,SP,348739,"23,8000338361927",,
352310,Itaquaquecetuba,2015,80,SP,352801,"22,6756726880026",,
352310,Itaquaquecetuba,2016,184,SP,356774,"51,5732648679556",,
352310,Itaquaquecetuba,2017,159,SP,360657,"44,086209334631",,
352310,Itaquaquecetuba,2018,235,SP,366519,"64,1167306469787",,
352310,Itaquaquecetuba,2019,201,SP,370821,"54,2040499324472",,
352310,Itaquaquecetuba,2020,164,SP,375011,"43,7320505265179",,
352310,Itaquaquecetuba,2021,69,SP,379082,"18,2018666146111",,
353470,Ourinhos,2010,NA,SP,103035,NA,,
353470,Ourinhos,2011,13,SP,103739,"12,5314491174968",,
353470,Ourinhos,2012,24,SP,104420,"22,9841026623252",,
353470,Ourinhos,2013,13,SP,108674,"11,962382906675",,
353470,Ourinhos,2014,NA,SP,109489,NA,,
353470,Ourinhos,2015,NA,SP,110282,NA,,
353470,Ourinhos,2016,NA,SP,111056,NA,,
353470,Ourinhos,2017,74,SP,111813,"66,181928756048",,
353470,Ourinhos,2018,58,SP,112711,"51,4590412648277",,
353470,Ourinhos,2019,23,SP,113542,"20,2568212643779",,
353470,Ourinhos,2020,14,SP,114352,"12,2428991185113",,
353470,Ourinhos,2021,14,SP,115139,"12,159216251661",,
354100,Praia Grande,2010,4,SP,262051,"1,52642042961103",,
354100,Praia Grande,2011,39,SP,267307,"14,5899658445159",,
354100,Praia Grande,2012,59,SP,272390,"21,6601196813393",,
354100,Praia Grande,2013,92,SP,287967,"31,9481051648279",,
354100,Praia Grande,2014,110,SP,293695,"37,4538211409796",,
354100,Praia Grande,2015,120,SP,299261,"40,0987766531556",,
354100,Praia Grande,2016,165,SP,304705,"54,1507359577296",,
354100,Praia Grande,2017,249,SP,310024,"80,3163626041855",,
354100,Praia Grande,2018,187,SP,319146,"58,5938723969594",,
354100,Praia Grande,2019,259,SP,325073,"79,6744115937036",,
354100,Praia Grande,2020,145,SP,330845,"43,8271698227267",,
354100,Praia Grande,2021,3,SP,336454,"0,891652350692814",,
355030,Săo Paulo,2010,91,SP,11253503,"0,808637097266513",,
355030,Săo Paulo,2011,5100,SP,11316119,"45,0684550065265",,
355030,Săo Paulo,2012,8337,SP,11376685,"73,2814523738681",,
355030,Săo Paulo,2013,10316,SP,11821873,"87,2619761690893",,
355030,Săo Paulo,2014,11771,SP,11895893,"98,9501166495025",,
355030,Săo Paulo,2015,13819,SP,11967825,"115,467931725272",,
355030,Săo Paulo,2016,14442,SP,12038175,"119,968350684385",,
355030,Săo Paulo,2017,16101,SP,12106920,"132,990058578069",,
355030,Săo Paulo,2018,16048,SP,12176866,"131,790889379911",,
355030,Săo Paulo,2019,16172,SP,12252023,"131,994528577036",,
355030,Săo Paulo,2020,12643,SP,12325232,"102,578190820262",,
355030,Săo Paulo,2021,7328,SP,12396372,"59,1140698262363",,
410040,Almirante Tamandaré,2010,NA,PR,103204,NA,,
410040,Almirante Tamandaré,2011,NA,PR,104350,NA,,
410040,Almirante Tamandaré,2012,NA,PR,105458,NA,,
410040,Almirante Tamandaré,2013,3,PR,110256,"2,72094035698737",,
410040,Almirante Tamandaré,2014,1,PR,111586,"0,896169770401305",,
410040,Almirante Tamandaré,2015,23,PR,112870,"20,3774253566049",,
410040,Almirante Tamandaré,2016,15,PR,114129,"13,1430223694241",,
410040,Almirante Tamandaré,2017,36,PR,115364,"31,2055753961374",,
410040,Almirante Tamandaré,2018,75,PR,117168,"64,0106513723884",,
410040,Almirante Tamandaré,2019,69,PR,118623,"58,1674717381958",,
410040,Almirante Tamandaré,2020,99,PR,120041,"82,4718221274398",,
410040,Almirante Tamandaré,2021,11,PR,121420,"9,05946302091912",,
410690,Curitiba,2010,8,PR,1751907,"0,456645244296644",,
410690,Curitiba,2011,198,PR,1764541,"11,2210484199574",,
410690,Curitiba,2012,189,PR,1776761,"10,6373338901518",,
410690,Curitiba,2013,239,PR,1848946,"12,9262834068707",,
410690,Curitiba,2014,522,PR,1864416,"27,998043355131",,
410690,Curitiba,2015,1286,PR,1879355,"68,4277318548119",,
410690,Curitiba,2016,1959,PR,1893997,"103,432054010645",,
410690,Curitiba,2017,2181,PR,1908359,"114,286672476196",,
410690,Curitiba,2018,3366,PR,1917185,"175,569911093609",,
410690,Curitiba,2019,4076,PR,1933105,"210,852488612879",,
410690,Curitiba,2020,2441,PR,1948626,"125,267752765282",,
410690,Curitiba,2021,816,PR,1963726,"41,5536587079868",,
420540,Florianópolis,2010,NA,SC,421240,NA,,
420540,Florianópolis,2011,3,SC,427298,"0,702086131926665",,
420540,Florianópolis,2012,76,SC,433158,"17,5455607422696",,
420540,Florianópolis,2013,596,SC,453285,"131,484606814697",,
420540,Florianópolis,2014,608,SC,461524,"131,737461107115",,
420540,Florianópolis,2015,633,SC,469690,"134,769741744555",,
420540,Florianópolis,2016,1379,SC,477798,"288,615691149816",,
420540,Florianópolis,2017,1656,SC,485838,"340,854358860361",,
420540,Florianópolis,2018,1897,SC,492977,"384,80497061729",,
420540,Florianópolis,2019,814,SC,500973,"162,483806512527",,
420540,Florianópolis,2020,185,SC,508826,"36,3582049659412",,
420540,Florianópolis,2021,78,SC,516524,"15,100944002602",,
421190,Palhoça,2010,NA,SC,137334,NA,,
421190,Palhoça,2011,NA,SC,139990,NA,,
421190,Palhoça,2012,1,SC,142558,"0,70146887582598",,
421190,Palhoça,2013,2,SC,150623,"1,32781846066006",,
421190,Palhoça,2014,6,SC,154244,"3,8899406135733",,
421190,Palhoça,2015,44,SC,157833,"27,8775667952836",,
421190,Palhoça,2016,94,SC,161395,"58,2422008116732",,
421190,Palhoça,2017,190,SC,164926,"115,203182033154",,
421190,Palhoça,2018,328,SC,168259,"194,937566489757",,
421190,Palhoça,2019,316,SC,171797,"183,938019872291",,
421190,Palhoça,2020,351,SC,175272,"200,260167054635",,
421190,Palhoça,2021,177,SC,178679,"99,0603260595817",,
421660,Săo José,2010,NA,SC,209804,NA,,
421660,Săo José,2011,NA,SC,212587,NA,,
421660,Săo José,2012,NA,SC,215278,NA,,
421660,Săo José,2013,7,SC,224779,"3,11416991800835",,
421660,Săo José,2014,110,SC,228561,"48,1271958033085",,
421660,Săo José,2015,246,SC,232309,"105,893443646178",,
421660,Săo José,2016,301,SC,236029,"127,526702227269",,
421660,Săo José,2017,351,SC,239718,"146,422045903937",,
421660,Săo José,2018,542,SC,242927,"223,112292993368",,
421660,Săo José,2019,487,SC,246586,"197,497019295499",,
421660,Săo José,2020,471,SC,250181,"188,263697083312",,
421660,Săo José,2021,206,SC,253705,"81,1966654184979",,
430060,Alvorada,2010,NA,RS,195673,NA,,
430060,Alvorada,2011,NA,RS,196572,NA,,
430060,Alvorada,2012,33,RS,197441,"16,7138537588444",,
430060,Alvorada,2013,111,RS,204750,"54,2124542124542",,
430060,Alvorada,2014,178,RS,205683,"86,540939212283",,
430060,Alvorada,2015,262,RS,206561,"126,839045124685",,
430060,Alvorada,2016,328,RS,207392,"158,154605770714",,
430060,Alvorada,2017,542,RS,208177,"260,355370670151",,
430060,Alvorada,2018,467,RS,209213,"223,217486485065",,
430060,Alvorada,2019,234,RS,210305,"111,266969401583",,
430060,Alvorada,2020,172,RS,211352,"81,380824406677",,
430060,Alvorada,2021,98,RS,212352,"46,1497890295359",,
430210,Bento Gonçalves,2010,6,RS,107278,"5,59294543149574",,
430210,Bento Gonçalves,2011,24,RS,108481,"22,1236898627409",,
430210,Bento Gonçalves,2012,23,RS,107075,"21,4802708381975",,
430210,Bento Gonçalves,2013,21,RS,111384,"18,8536953242836",,
430210,Bento Gonçalves,2014,90,RS,112318,"80,1296319378906",,
430210,Bento Gonçalves,2015,198,RS,113287,"174,777335440077",,
430210,Bento Gonçalves,2016,224,RS,114203,"196,141957741916",,
430210,Bento Gonçalves,2017,243,RS,115069,"211,177641241342",,
430210,Bento Gonçalves,2018,282,RS,119049,"236,877252223874",,
430210,Bento Gonçalves,2019,355,RS,120454,"294,718315705581",,
430210,Bento Gonçalves,2020,240,RS,121803,"197,039481786163",,
430210,Bento Gonçalves,2021,156,RS,123090,"126,736534243237",,
430460,Canoas,2010,12,RS,323827,"3,70568235508466",,
430460,Canoas,2011,7,RS,325189,"2,15259433744684",,
430460,Canoas,2012,69,RS,326505,"21,1329076124408",,
430460,Canoas,2013,161,RS,338531,"47,5584215330354",,
430460,Canoas,2014,421,RS,339979,"123,831177808041",,
430460,Canoas,2015,788,RS,341343,"230,85283717551",,
430460,Canoas,2016,734,RS,342634,"214,222756644116",,
